"arquivo","variavel","descricao","tipo_armazenamento","nivel_medida","fonte","preenchimento","cobertura_temporal","linhas"
"interregnos_legislativo_federal.csv","retorno_observado","A casa registrou o retorno ao exercicio (logico)","logico","Binario","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",1316
"interregnos_legislativo_federal.csv","fonte","senado_api ou camara_api","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",1316
"interregnos_legislativo_federal.csv","url_fonte","URL do recurso na API","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",1316
"saida_legislativo_federal.csv","id_mandato","Mandato do BOCEL (cd_cargo 5 ou 6)","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3861
"saida_legislativo_federal.csv","casa","senado ou camara","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3861
"saida_legislativo_federal.csv","cargo","Cargo","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3861
"saida_legislativo_federal.csv","sg_uf","UF","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3861
"saida_legislativo_federal.csv","ano_eleicao","Eleicao do mandato","inteiro","Ordinal","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3861
"saida_legislativo_federal.csv","data_posse","Data de posse","data ISO","Data","Autor, a partir de Autor, a partir das tabelas do BOCEL","99.7%","1998(1)2022",3861
"saida_legislativo_federal.csv","data_fim_efetiva","Data do ato que encerrou o mandato, ou do fim convencional","data ISO","Data","Autor, a partir de Autor, a partir das tabelas do BOCEL","85.5%","1998(1)2022",3861
"saida_legislativo_federal.csv","precisao_data_fim","Precisao da data (ato ou convencional)","texto","Categorico","Autor, a partir das tabelas do BOCEL","85.5%","1998(1)2022",3861
"saida_legislativo_federal.csv","forma_saida","Forma de saida no vocabulario fechado (NA quando em curso)","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","85.5%","1998(1)2022",3861
"saida_legislativo_federal.csv","causa_original","Texto original da causa na fonte","texto","Categorico","Autor, a partir das tabelas do BOCEL","85.5%","1998(1)2022",3861
"saida_legislativo_federal.csv","em_curso","Mandato em curso na data de referencia (logico)","logico","Binario","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3861
"saida_legislativo_federal.csv","afastado_no_fim","O titular estava licenciado ou afastado no fim regular do mandato, sem ter voltado (logico; NA quando nao se aplica)","logico","Binario","Autor, a partir das tabelas do BOCEL","72.0%","1998(1)2022",3861
"saida_legislativo_federal.csv","cobertura","Fonte que resolveu o mandato, entre historico_da_casa, sem_historico_na_api, biografia_oficial_camara, biografia_sem_posse_na_legislatura e fonte_oficial_curada","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3861
"saida_legislativo_federal.csv","fonte","senado_api, camara_api ou fonte_oficial_curada","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3861
"saida_legislativo_federal.csv","url_fonte","URL da fonte","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3861
"saida_executivos.csv","id_mandato","Mandato do BOCEL (cd_cargo 1 a 4)","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",392
"saida_executivos.csv","cargo","Cargo","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",392
"saida_executivos.csv","sg_uf","UF","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",392
"saida_executivos.csv","ano_eleicao","Eleicao do mandato","inteiro","Ordinal","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",392
"saida_executivos.csv","forma_saida","Forma de saida no vocabulario fechado (NA quando em curso)","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","91.3%","1998(1)2022",392
"saida_executivos.csv","data_fim_efetiva","Data da saida ou do fim convencional","data ISO","Data","Autor, a partir de Autor, a partir das tabelas do BOCEL","91.3%","1998(1)2022",392
"saida_executivos.csv","precisao_data_fim","Precisao da data (ato, convencional ou intervalo)","texto","Categorico","Autor, a partir das tabelas do BOCEL","91.3%","1998(1)2022",392
"saida_executivos.csv","em_curso","Mandato em curso na data de referencia (logico)","logico","Binario","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",392
"saida_executivos.csv","via","Como a forma foi estabelecida, entre evento_curado (ref/eventos_governos_fonte_oficial.csv e ref/eventos_presidencia_fonte_oficial.csv), listas_wikipedia_e_wikidata, lista_wikipedia, derivado_do_titular_curado, em_curso_sem_evento e sem_confirmacao","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",392
"saida_executivos.csv","confianca","alta ou media, conforme a via","texto","Categorico","Autor, a partir das tabelas do BOCEL","91.8%","1998(1)2022",392
"saida_executivos.csv","fonte","fonte_oficial_curada, base_dhbb_curada, noticia_orgao_publico_curada, pista_nao_oficial ou wikipedia (lib/tipo_fonte.R)","texto","Categorico","Autor, a partir das tabelas do BOCEL","91.8%","1998(1)2022",392
"saida_executivos.csv","url_fonte","URL da primeira fonte citada no evento curado, ou da pagina da Wikipedia","texto","Categorico","Autor, a partir das tabelas do BOCEL","91.8%","1998(1)2022",392
"saida_executivos.csv","fonte_2","URL da segunda fonte citada no evento curado, quando ha","texto","Categorico","Autor, a partir das tabelas do BOCEL","37.8%","1998(1)2022",392
"saida_executivos.csv","assumiu","Nome de quem assumiu o cargo no ato, quando o evento curado o registra","texto","Categorico","Autor, a partir das tabelas do BOCEL","22.4%","1998(1)2022",392
"saida_executivos.csv","observacao","Nota da curadoria sobre o evento, quando ha","texto","Categorico","Autor, a partir das tabelas do BOCEL","41.3%","1998(1)2022",392
"ocupantes_legislativo_federal.csv","casa","senado ou camara","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,323
"ocupantes_legislativo_federal.csv","cd_cargo","Codigo do cargo (5 ou 6)","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","100.0%",NA,323
"ocupantes_legislativo_federal.csv","sg_uf","UF","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,323
"ocupantes_legislativo_federal.csv","legislatura","Legislatura","inteiro","Ordinal","Autor, a partir das tabelas do BOCEL","100.0%",NA,323
"ocupantes_legislativo_federal.csv","id_pessoa","Pessoa no BOCEL, quando identificada","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","75.9%",NA,323
"ocupantes_legislativo_federal.csv","nome_fonte","Nome civil na fonte","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,323
"ocupantes_legislativo_federal.csv","nome_alt","Nome parlamentar na fonte","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,323
"ocupantes_legislativo_federal.csv","efetivado","Suplente efetivado como titular, na Camara (logico)","logico","Binario","Autor, a partir das tabelas do BOCEL","100.0%",NA,323
"ocupantes_legislativo_federal.csv","data_inicio","Inicio do periodo de exercicio","data ISO","Data","Autor, a partir das tabelas do BOCEL","95.0%",NA,323
"ocupantes_legislativo_federal.csv","data_fim","Fim do periodo de exercicio","data ISO","Data","Autor, a partir das tabelas do BOCEL","89.2%",NA,323
"ocupantes_legislativo_federal.csv","causa_original","Causa de saida no texto da fonte","texto","Categorico","Autor, a partir das tabelas do BOCEL","89.2%",NA,323
"ocupantes_legislativo_federal.csv","fonte","senado_api ou camara_api","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,323
"ocupantes_legislativo_federal.csv","url_fonte","URL do recurso na API","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,323
"ocupantes_legislativo_federal.csv","tipo_ocupante","suplente_efetivado, ou o tipo atribuido pela curadoria de ref/ocupantes_federais_fonte_oficial.csv (NA quando a cadeira nao foi identificada)","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,323
"ocupantes_legislativo_federal.csv","id_mandato_cadeira","Cadeira do BOCEL ocupada, quando a curadoria a identifica","texto","Categorico","Autor, a partir das tabelas do BOCEL","15.2%",NA,323
"ocupantes_legislativo_federal.csv","fonte_oficial","Fonte oficial do ato, quando curada","texto","Categorico","Autor, a partir das tabelas do BOCEL","15.2%",NA,323
"ocupantes_legislativo_federal.csv","url_oficial","URL da fonte oficial, quando curada","texto","Categorico","Autor, a partir das tabelas do BOCEL","0.0%",NA,323
"ocupacoes.csv","id_ocupacao","Identificador da ocupacao","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",6287
"ocupacoes.csv","id_mandato","Cadeira ocupada; NA quando a fonte nao permite identificar qual foi","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","74.6%","1998(1)2022",6287
"ocupacoes.csv","id_pessoa","Pessoa que ocupou (cadastro do nucleo ou de suplentes)","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","97.7%","1998(1)2022",6287
"ocupacoes.csv","tipo_ocupante","titular, suplente, vice_assumiu ou interino","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",6287
"ocupacoes.csv","ordem_ocupacao","1 no titular, 2 em diante nos demais","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","74.6%","1998(1)2022",6287
"ocupacoes.csv","id_lista","Lista partidaria de origem do suplente (coligacao, federacao ou partido)","texto","Categorico","Autor, a partir das tabelas do BOCEL","8.3%","1998(1)2022",6287
"ocupacoes.csv","ano_eleicao","Eleicao que criou a cadeira","inteiro","Ordinal","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",6287
"ocupacoes.csv","cd_cargo","Codigo do cargo (TSE)","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",6287
"ocupacoes.csv","cargo","Cargo","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",6287
"ocupacoes.csv","esfera","federal, estadual ou municipal","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",6287
"ocupacoes.csv","sg_uf","UF","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",6287
"ocupacoes.csv","sg_ue","Unidade eleitoral nos cargos municipais","texto","Categorico","Autor, a partir das tabelas do BOCEL","67.6%","1998(1)2022",6287
"ocupacoes.csv","nm_ue","Nome da unidade","texto","Categorico","Autor, a partir das tabelas do BOCEL","67.6%","1998(1)2022",6287
"ocupacoes.csv","unidade_posicao","Unidade em que a posicao e disputada","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",6287
"ocupacoes.csv","sg_partido_ocupante","Partido de quem ocupou","texto","Categorico","Autor, a partir das tabelas do BOCEL","91.6%","1998(1)2022",6287
"ocupacoes.csv","sg_partido_titular","Partido do titular eleito para a cadeira","texto","Categorico","Autor, a partir das tabelas do BOCEL","74.6%","1998(1)2022",6287
"ocupacoes.csv","data_inicio","Inicio da ocupacao","data ISO","Data","Autor, a partir das tabelas do BOCEL","96.3%","1998(1)2022",6287
"ocupacoes.csv","data_fim","Fim da ocupacao","data ISO","Data","Autor, a partir das tabelas do BOCEL","86.1%","1998(1)2022",6287
"ocupacoes.csv","origem_data_inicio","fonte quando ha ato ou registro, convencao quando e a data legal do mandato","texto","Categorico","Autor, a partir das tabelas do BOCEL","96.3%","1998(1)2022",6287
"ocupacoes.csv","forma_saida","Forma de saida da ocupacao, no vocabulario fechado","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","94.4%","1998(1)2022",6287
"ocupacoes.csv","fonte_forma_saida","Fonte da forma de saida","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","90.6%","1998(1)2022",6287
"ocupacoes.csv","vinculo_cadeira","Caminho pelo qual a cadeira foi identificada, entre eleicao, chapa_senado, cadeira_unica_da_unidade, lista_vaga_unica, lista_data ou casa_legislatura (nao identificada)","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",6287
"ocupacoes.csv","fonte","Fonte do registro de ocupacao","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",6287
"ocupacoes.csv","url","URL de origem","texto","Categorico","Autor, a partir das tabelas do BOCEL","32.4%","1998(1)2022",6287
"ocupacoes.csv","ordem_suplencia","Posicao do ocupante na fila da lista, quando suplente","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","8.3%","1998(1)2022",6287
"ocupacoes.csv","regra_pareamento_ocupacao","Regra que ligou o nome da fonte a pessoa da lista de suplencia","texto","Categorico","Autor, a partir das tabelas do BOCEL","8.3%","1998(1)2022",6287
"ocupacoes.csv","partido_difere_do_titular","A cadeira trocou de partido por dentro, sem eleicao (logico)","logico","Binario","Autor, a partir das tabelas do BOCEL","4.1%","1998(1)2022",6287
"ocupacoes.csv","datas_inconsistentes","A fonte publicou fim anterior ao inicio (logico); a linha nao foi corrigida","logico","Binario","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",6287
"lista_suplencia.csv","id_suplencia","Identificador da suplencia","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","chave_cand","Chave da candidatura no TSE","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","id_pessoa","Pessoa (mesmo espaco de identificador do nucleo)","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","ano_eleicao","Eleicao","inteiro","Ordinal","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","cd_cargo_registro","Cargo do registro no TSE (9 e 10 sao os suplentes da chapa do Senado)","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","cargo_registro","Cargo do registro","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","cd_cargo","Cargo da cadeira que a suplencia alcanca","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","cargo","Cargo da cadeira","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","sg_uf","UF","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","sg_ue","Unidade eleitoral","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","nm_ue","Nome da unidade","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","unidade_posicao","Unidade em que a posicao e disputada","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","id_lista","Lista partidaria, seja coligacao, federacao ou partido isolado, pelo SQ_COLIGACAO do TSE","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","nr_partido","Numero do partido","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","sg_partido","Partido","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","tp_agremiacao","Tipo de agremiacao","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","nm_coligacao","Nome da coligacao","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","composicao_coligacao","Composicao da coligacao","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","nome","Nome do candidato","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","nome_urna","Nome de urna","texto","Categorico","Autor, a partir das tabelas do BOCEL","99.4%","1998(1)2022",24706
"lista_suplencia.csv","nr_candidato","Numero na urna","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","sq_candidato","Sequencial da candidatura","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","votos_nominais","Votacao nominal","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","97.9%","1998(1)2022",24706
"lista_suplencia.csv","ordem_suplencia","Posicao na fila da lista, derivada da votacao com desempate pelo mais idoso","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","ordem_suplencia_tse","Ordem publicada pelo TSE, existente so em 2016","texto","Categorico","Autor, a partir das tabelas do BOCEL","0.0%","1998(1)2022",24706
"lista_suplencia.csv","fonte_ordem","derivada_votacao, tse_e_derivada ou chapa_senado","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","empate_na_ordem","Houve empate de votos e nascimento na lista (logico)","logico","Binario","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","pessoa_tambem_eleita","A pessoa foi eleita em alguma eleicao do banco (logico)","logico","Binario","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",24706
"lista_suplencia.csv","id_mandato_cadeira","Cadeira que a suplencia alcanca, quando a chapa a nomeia","texto","Categorico","Autor, a partir das tabelas do BOCEL","2.1%","1998(1)2022",24706
"pessoas_suplentes.csv","id_pessoa","Identificador no mesmo espaco de pessoas.csv, sem colisao","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%",NA,19095
"pessoas_suplentes.csv","nome","Nome","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,19095
"pessoas_suplentes.csv","nome_urna_recente","Nome de urna mais recente","texto","Categorico","Autor, a partir das tabelas do BOCEL","96.6%",NA,19095
"pessoas_suplentes.csv","dt_nascimento","Nascimento","data ISO","Data","Autor, a partir das tabelas do BOCEL","99.8%",NA,19095
"pessoas_suplentes.csv","genero","Genero","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,19095
"pessoas_suplentes.csv","nr_titulo_eleitoral","Titulo de eleitor","texto","Categorico","Autor, a partir das tabelas do BOCEL","99.8%",NA,19095
"pessoas_suplentes.csv","nr_cpf","CPF","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","99.6%",NA,19095
"pessoas_suplentes.csv","n_candidaturas_suplente","Candidaturas em que ficou como suplente","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","100.0%",NA,19095
"pessoas_suplentes.csv","primeiro_ano_suplente","Primeira eleicao","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","100.0%",NA,19095
"pessoas_suplentes.csv","ultimo_ano_suplente","Ultima eleicao","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","100.0%",NA,19095
"pessoas_suplentes.csv","chave_dedup","Chave que identificou a pessoa (titulo, cpf ou nome_nascimento)","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%",NA,19095
"pessoas_suplentes.csv","condicao_no_banco","suplente_nao_eleito","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,19095
"suplentes_identidade.csv","chave_cand","Chave da candidatura","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",28038
"suplentes_identidade.csv","id_pessoa","Pessoa","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",28038
"suplentes_identidade.csv","ano_eleicao","Eleicao","inteiro","Ordinal","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",28038
"suplentes_identidade.csv","cd_cargo","Cargo","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",28038
"suplentes_identidade.csv","sg_uf","UF","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",28038
"suplentes_identidade.csv","sg_ue","Unidade eleitoral","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",28038
"suplentes_identidade.csv","sg_partido","Partido","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",28038
"suplentes_identidade.csv","regra_id","Regra que atribuiu a pessoa, entre nucleo, titulo, cpf, nome_nascimento, componente e novo","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",28038
"suplentes_identidade.csv","pessoa_tambem_eleita","A pessoa ja existia no cadastro do nucleo (logico)","logico","Binario","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",28038
"eleicoes_suplementares.csv","id_pleito","Identificador do pleito (S<ano>_<unidade>_<cargo>_<data>)","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","ano_arquivo","Ano do arquivo do TSE em que o pleito consta","inteiro","Ordinal","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","unidade_posicao","Unidade da posicao","texto","Categorico","Autor, a partir de TSE","100.0%",NA,5
"eleicoes_suplementares.csv","sg_uf","UF","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","sg_ue","Codigo TSE da unidade eleitoral","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","nm_ue","Nome da unidade","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","cd_cargo","Codigo do cargo","inteiro","Numerico","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","cargo","Cargo","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","esfera","Esfera","texto","Categorico","Autor, a partir de TSE","100.0%",NA,5
"eleicoes_suplementares.csv","dt_eleicao_suplementar","Data do 1o turno do pleito","data ISO","Data","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","dt_turno_decisivo","Data do turno decisivo","data ISO","Data","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","nr_turno","Turno decisivo","inteiro","Numerico","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","n_candidatos","Candidaturas ao cargo titular no pleito","inteiro","Numerico","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","status_vencedor","vencedor_identificado ou motivo da ausencia","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","vencedor_nome","Nome do vencedor","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","60.0%",NA,5
"eleicoes_suplementares.csv","vencedor_titulo","Titulo de eleitor do vencedor","inteiro","Numerico","TSE (consulta_cand e votacao, pleitos suplementares)","60.0%",NA,5
"eleicoes_suplementares.csv","vencedor_cpf","CPF do vencedor","inteiro","Numerico","TSE (consulta_cand e votacao, pleitos suplementares)","60.0%",NA,5
"eleicoes_suplementares.csv","vencedor_id_pessoa","id_pessoa do vencedor, se ja consta do BOCEL","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","60.0%",NA,5
"eleicoes_suplementares.csv","votos_vencedor","Votos do vencedor no turno decisivo","inteiro","Numerico","TSE (consulta_cand e votacao, pleitos suplementares)","60.0%",NA,5
"eleicoes_suplementares.csv","sq_candidato","SQ_CANDIDATO do vencedor","inteiro","Numerico","TSE (consulta_cand e votacao, pleitos suplementares)","60.0%",NA,5
"eleicoes_suplementares.csv","nr_candidato","Numero do vencedor","inteiro","Numerico","TSE (consulta_cand e votacao, pleitos suplementares)","60.0%",NA,5
"eleicoes_suplementares.csv","sg_partido_vencedor","Partido do vencedor","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","60.0%",NA,5
"eleicoes_suplementares.csv","situacao_totalizacao","Situacao de totalizacao do vencedor","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","60.0%",NA,5
"eleicoes_suplementares.csv","fonte_situacao","Origem da situacao (cadastro ou votacao)","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","60.0%",NA,5
"eleicoes_suplementares.csv","vice_nome","Nome do vice eleito no pleito","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","40.0%",NA,5
"eleicoes_suplementares.csv","vice_titulo","Titulo do vice","inteiro","Numerico","TSE (consulta_cand e votacao, pleitos suplementares)","40.0%",NA,5
"eleicoes_suplementares.csv","vice_cpf","CPF do vice","inteiro","Numerico","TSE (consulta_cand e votacao, pleitos suplementares)","40.0%",NA,5
"eleicoes_suplementares.csv","vice_id_pessoa","id_pessoa do vice, se consta do BOCEL","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","40.0%",NA,5
"eleicoes_suplementares.csv","id_mandato_ordinario_afetado","Mandato ordinario vigente na data do pleito","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","60.0%",NA,5
"eleicoes_suplementares.csv","ocupante_ordinario_id_pessoa","Pessoa do mandato ordinario afetado","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","60.0%",NA,5
"eleicoes_suplementares.csv","dt_dentro_mandato_ordinario","Data do pleito cai na janela do mandato ordinario (logico)","logico","Binario","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","momento","antes_da_posse ou durante_o_mandato","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","vencedor_e_o_ocupante_ordinario","O vencedor e a mesma pessoa do mandato ordinario (logico)","logico","Binario","TSE (consulta_cand e votacao, pleitos suplementares)","40.0%",NA,5
"eleicoes_suplementares.csv","mandatos_ordinarios_candidatos","Mandatos ordinarios candidatos ao pareamento","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","40.0%",NA,5
"eleicoes_suplementares.csv","realizado_ate_data_do_arquivo","Pleito realizado ate a data de geracao do arquivo do TSE (logico)","logico","Binario","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","chave_colide_com_ordinaria","Alguma candidatura do pleito tem chave igual a de candidatura ordinaria do mesmo ano (SQ reiniciado ate 2008; logico)","logico","Binario","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"eleicoes_suplementares.csv","vencedor_chave_colide_com_ordinaria","A chave do vencedor colide com candidatura ordinaria (logico)","logico","Binario","TSE (consulta_cand e votacao, pleitos suplementares)","60.0%",NA,5
"eleicoes_suplementares.csv","fonte","tse_consulta_cand+votacao","texto","Categorico","TSE (consulta_cand e votacao, pleitos suplementares)","100.0%",NA,5
"mandatos_forma_saida_suplementar.csv","id_mandato_ordinario_afetado","Mandato ordinario do BOCEL","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,3
"mandatos_forma_saida_suplementar.csv","forma_saida","Forma de saida inferida","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%",NA,3
"mandatos_forma_saida_suplementar.csv","momento","durante_o_mandato ou antes_da_posse","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,3
"mandatos_forma_saida_suplementar.csv","data_fim_inferida","Vespera do pleito suplementar","data ISO","Data","Autor, a partir das tabelas do BOCEL","100.0%",NA,3
