"uf","ano_eleicao","id_mandato","nome_fonte","evento","data_evento","precisao_data","data_evento_ate","cargo_assumido","substituto_nome","url","trecho","tipo_fonte","arquivo_bruto","confianca","observacao","arquivo_frente","trecho_no_bruto"
"DF","2006","M2006_DF_8_40123_10450","Rogério Ulysses","retorno","2010-10-14","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Reassumiu o mandato em 14/10/2010, em face de decisão do TSE para suspender os efeitos do Acórdão 4244.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg5.csv","alta","Retorno por decisão do TSE que suspendeu os efeitos do acórdão de perda do mandato. Planilha do SEHIM/CLDF, coluna Documento: Perda de mandato Rogério Ulysses DCL 05/10/2010 pág.04 AMD 94/2010 Termo de posse Rogério Ulysses DCL 15/10/2010 pág.02","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2006","M2006_DF_8_56123_10860","Wilson Lima","licenca","2010-02-24","dia",,"Governador do DF (interino)",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Titular. Licenciado para assumir o Governo do DF entre 24/02/2010 e 19/04/2010.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg5.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença para assumir como Governador Wilson Lima DCL 24/02/2010 pág. 3 - Comunicado e Carta de Renúncia Paulo Octávio (ex-Vice Governador)) Retorno Wilson Lima DCL 20/04/2010 pág.02 AMD 42/2010","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2006","M2006_DF_8_56123_10860","Wilson Lima","retorno","2010-04-19","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Titular. Licenciado para assumir o Governo do DF entre 24/02/2010 e 19/04/2010.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg5.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença para assumir como Governador Wilson Lima DCL 24/02/2010 pág. 3 - Comunicado e Carta de Renúncia Paulo Octávio (ex-Vice Governador)) Retorno Wilson Lima DCL 20/04/2010 pág.02 AMD 42/2010","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2006",,"Eurides Brito da Silva","efetivacao_suplente","2007-08-16","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","1ª Suplente do PMDB, ocupando em 16/08/2007 a vaga do deputado Pedro Passos que renunciou em 14/08/2007.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg5.csv","alta","Efetivada na vaga de Pedro Passos. Planilha do SEHIM/CLDF, coluna Documento: Termo de Posse Eurides Brito DCL 17/08/2007 pág.24 Afastamento Eurídes Brito DCL 18/05/2010 pág. 10 AMD 51/2010","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2006",,"Raad Massouh","efetivacao_suplente","2010-03-03","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Passa a ocupar definitivamente, em 03/03/2010, a vaga do deputado Leonardo Prudente, que renunciou ao mandato em 02/03/2010.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg5.csv","alta","Efetivado na vaga de Leonardo Prudente. Planilha do SEHIM/CLDF, coluna Documento: Termo de posse Raad Massouh DCL 05/01/2007 pág. 19 Termo de posse Raad Massouh DCL 18/09/2007 pág.09 Termo de posse Raad Massouh DCL 02/01/2008 pág.02 Termo de Posse Raad Massouh DCL 15/08/2008 pág 01 Termo de posse Raad Massouh DCL 26/01/2009 pág.03 Termo de posse Raad Massouh DCL 30/09/2009 pág. 07 Retorno Eliana Pedrosa DCL 01/10/2009 pág.08 AMD 84/2009 Retorno Paulo Roriz DCL 04/11/2009 pág.04 AMD 103/2009 Termo de posse Raad Massouh DCL 09/02/2010 pág.04 Retorno Paulo Roriz DCL 10/02/2010 pág.03 AMD 06/2010 Termo de Posse de Raad Massouh DCL 04/03/2010 pág.04","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2006",,"Geraldo Naves","efetivacao_suplente","2010-04-13","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Passa a ocupar definitivamente a vaga do deputado Brunelli, em 13/04/2010, que renunciou ao mandato em 02/03/2010.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg5.csv","alta","Efetivado na vaga de Brunelli. Planilha do SEHIM/CLDF, coluna Documento: Termo de Posse Geraldo Naves DCL 21/08/2008 pág. 10 Termo de posse Geraldo Naves DCL 26/01/2009 pág.02 Termo de posse Geraldo Naves DCL 28/10/2009 pág. 12 Termo de posse Geraldo Naves DCL 05/11/2009 pág. 09 Retorno Eliana Pedrosa DCL 09/12/2009 pág. 03 Termo de posse Geraldo Naves DCL 05/01/2010 pág. 04 Termo de Posse Geraldo Naves DCL 14/04/2010 pág. 09","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2010","M2010_DF_8_13113_70000001001","Arlete Sampaio","licenca","2011-01-03","dia",,"Secretária de Desenvolvimento Social e Transferência de Renda do DF",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Titular. Licenciado para assumir a Secretaria de Desenvolvimento Social e Transferência de Renda do GDF em 03/01/2011.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg6.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Arlete Sampaio DCL 04/01/2011 pág.01 AMD 01/2011","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2010","M2010_DF_8_14014_70000000685","Cristiano Araújo","licenca","2011-10-14","dia",,"Secretário de Ciência e Tecnologia do DF",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Titular. Licenciado para assumir a Secretaria de Ciência e Tecnologia do GDF em 14/10/2011.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg6.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Cristiano Araújo DCL 17/10/2011 pág.14 AMD 111/2011","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2010","M2010_DF_8_20123_70000000812","Wellington Luiz","licenca","2012-02-15","dia",,"Secretário de Regularização de Condomínios do DF",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Titular. Licenciado em 15/02/2012 para assumir a e Secretaria de Regularização de Condomínios do GDF.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg6.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Wellington Luiz DCL 15/02/2012 pág.01 AMD 12/2012","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2010","M2010_DF_8_23456_70000000571","Alírio Neto","licenca","2011-01-24","dia",,"Secretário de Justiça, Direitos Humanos e Cidadania do DF",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Titular. Licenciado para assumir a Secretaria de Justiça, Direitos Humanos e Cidadania do GDF em 24/01/2011.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg6.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Alírio Neto DCL 24/01/2011 pág.01 AMD 05/2011","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2010","M2010_DF_8_25100_70000001121","Raad Massouh","licenca","2011-12-19","dia",,"Secretário de Micro e Pequena Empresa e Economia Solidária do DF",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciado por duas vezes para assumir a Secretaria de Micro e Pequena Empresa e Economia Solidária do GDF em 19/12/2011 e em 13/06/2012.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg6.csv","alta","Datas de retorno pelas edições do DCL citadas na coluna Documento (29/02/2012 e 29/11/2012). Planilha do SEHIM/CLDF, coluna Documento: Licença Raad Massouh DCL 20/12/2011 pág.26 AMD 133/2011 Retorno Raad Massouh DCLDF 29/02/2012 pág.01 AMD 15/2012 Licença Raad Massouh DCL 15/06/2012 pág.01 AMD 63/2011 Retorno Raad Massouh DCLDF 29/11/2012 pág.02 AMD 107/2012 Perda de cargo Raad Massouh cassação DCL 04/11/2013 pág. 2 AMD 88/2013","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2010","M2010_DF_8_25100_70000001121","Raad Massouh","retorno","2012-02-29","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciado por duas vezes para assumir a Secretaria de Micro e Pequena Empresa e Economia Solidária do GDF em 19/12/2011 e em 13/06/2012.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg6.csv","alta","Datas de retorno pelas edições do DCL citadas na coluna Documento (29/02/2012 e 29/11/2012). Planilha do SEHIM/CLDF, coluna Documento: Licença Raad Massouh DCL 20/12/2011 pág.26 AMD 133/2011 Retorno Raad Massouh DCLDF 29/02/2012 pág.01 AMD 15/2012 Licença Raad Massouh DCL 15/06/2012 pág.01 AMD 63/2011 Retorno Raad Massouh DCLDF 29/11/2012 pág.02 AMD 107/2012 Perda de cargo Raad Massouh cassação DCL 04/11/2013 pág. 2 AMD 88/2013","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2010","M2010_DF_8_25100_70000001121","Raad Massouh","licenca","2012-06-13","dia",,"Secretário de Micro e Pequena Empresa e Economia Solidária do DF",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciado por duas vezes para assumir a Secretaria de Micro e Pequena Empresa e Economia Solidária do GDF em 19/12/2011 e em 13/06/2012.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg6.csv","alta","Datas de retorno pelas edições do DCL citadas na coluna Documento (29/02/2012 e 29/11/2012). Planilha do SEHIM/CLDF, coluna Documento: Licença Raad Massouh DCL 20/12/2011 pág.26 AMD 133/2011 Retorno Raad Massouh DCLDF 29/02/2012 pág.01 AMD 15/2012 Licença Raad Massouh DCL 15/06/2012 pág.01 AMD 63/2011 Retorno Raad Massouh DCLDF 29/11/2012 pág.02 AMD 107/2012 Perda de cargo Raad Massouh cassação DCL 04/11/2013 pág. 2 AMD 88/2013","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2010","M2010_DF_8_25100_70000001121","Raad Massouh","retorno","2012-11-29","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Licenciado por duas vezes para assumir a Secretaria de Micro e Pequena Empresa e Economia Solidária do GDF em 19/12/2011 e em 13/06/2012.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg6.csv","alta","Datas de retorno pelas edições do DCL citadas na coluna Documento (29/02/2012 e 29/11/2012). Planilha do SEHIM/CLDF, coluna Documento: Licença Raad Massouh DCL 20/12/2011 pág.26 AMD 133/2011 Retorno Raad Massouh DCLDF 29/02/2012 pág.01 AMD 15/2012 Licença Raad Massouh DCL 15/06/2012 pág.01 AMD 63/2011 Retorno Raad Massouh DCLDF 29/11/2012 pág.02 AMD 107/2012 Perda de cargo Raad Massouh cassação DCL 04/11/2013 pág. 2 AMD 88/2013","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2010","M2010_DF_8_25100_70000001121","Raad Massouh","cassacao","2013-11-04","dia",,,"Paulo Roriz","https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Assumiu definitivamente o mandato a partir de 04/11/2013, quando da cassação do mandato do deputado Raad Massouh pela justiça eleitoral.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg6.csv","alta","Data da efetivação do suplente Paulo Roriz (linha dele na planilha); a linha do titular diz só 'Mandato cassado'. Planilha do SEHIM/CLDF, coluna Documento: Licença Raad Massouh DCL 20/12/2011 pág.26 AMD 133/2011 Retorno Raad Massouh DCLDF 29/02/2012 pág.01 AMD 15/2012 Licença Raad Massouh DCL 15/06/2012 pág.01 AMD 63/2011 Retorno Raad Massouh DCLDF 29/11/2012 pág.02 AMD 107/2012 Perda de cargo Raad Massouh cassação DCL 04/11/2013 pág. 2 AMD 88/2013","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2010",,"Paulo Roriz","efetivacao_suplente","2013-11-04","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Assumiu definitivamente o mandato a partir de 04/11/2013, quando da cassação do mandato do deputado Raad Massouh pela justiça eleitoral.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg6.csv","alta","Efetivado na vaga de Raad Massouh. Planilha do SEHIM/CLDF, coluna Documento: Termo de posse Paulo Roriz DCL 22/12/2011 pág.11 Termo de posse Paulo Roriz DCL 20/06/2012 pág.11 Termo de posse Paulo Roriz DCL 05/11/2013 pág. 12","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2014","M2014_DF_8_12345_70000000557","Joe Valle","licenca","2015-10-28","dia",,"Secretário do Trabalho, Desenvolvimento Social, Mulheres, Igualdade Racial e Direitos Humanos do DF",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Titular. Licenciado para assumir a Secretaria do Trabalho, Desenvolvimento Social, Mulheres, Igualdade Racia e Direitos Humanos do GDF entre 28/10/2015 e 23/08/2016.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg7.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Joe Valle DCL 27/10/2015 pág. 16 AMD 99/2015 Retorno Joe Valle DCL 23/08/2016 pág. 17 AMD 70/2016","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2014","M2014_DF_8_12345_70000000557","Joe Valle","retorno","2016-08-23","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Titular. Licenciado para assumir a Secretaria do Trabalho, Desenvolvimento Social, Mulheres, Igualdade Racia e Direitos Humanos do GDF entre 28/10/2015 e 23/08/2016.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg7.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Joe Valle DCL 27/10/2015 pág. 16 AMD 99/2015 Retorno Joe Valle DCL 23/08/2016 pág. 17 AMD 70/2016","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2018","M2018_DF_8_44222_70000614991","Daniel Donizet","licenca","2019-05-22","dia",,"Administrador Regional do Gama",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Titular. Licenciado entre 22/05/2019 e 19/06/2019 para assumir a Administração Regional de Gama.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg8.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: licença Daniel Donizet DODF 22/05/2019 pág. 9 Retorno Daniel Donizet DODF 19/06/2019 pág. 1","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2018","M2018_DF_8_44222_70000614991","Daniel Donizet","retorno","2019-06-19","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Titular. Licenciado entre 22/05/2019 e 19/06/2019 para assumir a Administração Regional de Gama.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg8.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: licença Daniel Donizet DODF 22/05/2019 pág. 9 Retorno Daniel Donizet DODF 19/06/2019 pág. 1","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2018","M2018_DF_8_90190_70000605604","Delegado Fernando Fernandes","licenca","2019-01-08","dia",,"Administrador Regional de Ceilândia",,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Titular. Licenciado entre 08/01/2019 e 29/03/2022 para assumir a Administração Regional de Ceilândia.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg8.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Fernando Fernandes DCL 08/01/2019 pág. 4 AMD 01/2019 Retorno Fernando Fernandes DCL 29/03/2022 pág. 3 AMD 38/2022","data_raw/assembleias3/DF/eventos.csv",TRUE
"DF","2018","M2018_DF_8_90190_70000605604","Delegado Fernando Fernandes","retorno","2022-03-29","dia",,,,"https://www.cl.df.gov.br/documents/5744400/28266712/Deputados+eleitos+e+movimenta%C3%A7%C3%B5es+-+Planilha.xlsx/11f0b744-a69c-bdd1-0437-8d60fc2cf148?t=1740145715216","Titular. Licenciado entre 08/01/2019 e 29/03/2022 para assumir a Administração Regional de Ceilândia.","memorial_casa","brutos/cldf_movimentacoes_planilha_2025_leg8.csv","alta","Planilha do SEHIM/CLDF, coluna Documento: Licença Fernando Fernandes DCL 08/01/2019 pág. 4 AMD 01/2019 Retorno Fernando Fernandes DCL 29/03/2022 pág. 3 AMD 38/2022","data_raw/assembleias3/DF/eventos.csv",TRUE
"ES","2002","M2002_ES_7_11110_539","Gilson Antonio de Sales Amaro","renuncia","2004-12-31","dia",,"Prefeito de Santa Teresa",,"https://www.al.es.gov.br/appdata/anexos_internet/DiariosPDF/2004/DPL______30.12.2004-0003.pdf","zão de ter sido eleito Prefeito do Município de Santa Teresa e de tomar posse e assumir o referido cargo no dia 1º de janeiro de 2005, nos termos do artigo 293, do Regimento Interno, comunico a minha renúncia ao mandato de Deputado Estadual desta Assembléia Legislativa, a partir do dia 31 de dezembro de 2004. Certo de atenção, apresento minhas cordiais saudações, Atenciosamente, GILSON ANTONIO DE SALES","diario_oficial","brutos/dpl_paginas/DPL______30.12.2004-0003.txt","alta","Ofício de renúncia publicado no DPL, seguido da convocação do suplente na mesma página.","data_raw/assembleias3/ES/eventos.csv",TRUE
"ES","2002","M2002_ES_7_13120_217","Helder Ignácio Salomão","renuncia","2004-12-31","dia",,"Prefeito de Cariacica",,"https://www.al.es.gov.br/appdata/anexos_internet/DiariosPDF/2005/DPL______04.01.2005-0104.pdf","do gabinete do Sr. Deputado Helder Salomão, a partir de 31.12.2004, em razão da renúncia do seu Mandato de Deputado Estadual, para assumir o cargo de Prefeito do Município de Cariacica/ES","diario_oficial","brutos/dpl_paginas/DPL______04.01.2005-0104.txt","alta","Ato de exoneração do gabinete; a convocação do suplente """"em virtude da renúncia do Deputado Helder Ignácio Salomão"""" está no DPL de 30/12/2004, p. 3.","data_raw/assembleias3/ES/eventos.csv",TRUE
"ES","2002","M2002_ES_7_15789_494","Luiz Carlos Moreira","cassacao","2006-10-04","dia",,,"Antônio Carlos Toninho de Freitas","https://www.al.es.gov.br/appdata/anexos_internet/DiariosPDF/2006/DPL______04.10.2006-0015.pdf","Art. 1º - Em cumprimento à decisão da Justiça Eleitoral, é declarada, com fundamento no artigo 53, inciso V, § 3º, da Constituição Estadual, a perda do mandato do Deputado Estadual Luiz Carlos Moreira. Art. 2º - Este Ato entra em vigor na data de sua publicação. PÁLACIO “DOMINGOS MARTINS”, em 04 de outubro de 2006.","diario_oficial","brutos/dpl_paginas/DPL______04.10.2006-0015.txt","alta","Ato da Mesa nº 2694 que declara a perda do mandato em cumprimento a decisão do TSE (REspe 24287, processo 1/2003 do TRE-ES), vigor na publicação (DPL de 04/10/2006). Convocação do segundo suplente no DPL de 06/10/2006, p. 3, depois de o primeiro suplente renunciar à suplência.","data_raw/assembleias3/ES/eventos.csv",TRUE
"ES","2002","M2002_ES_7_23000_42","Anselmo Tose","licenca","2003-02-01","intervalo","2005-06-07","Secretário de Estado da Saúde",,"https://www.al.es.gov.br/appdata/anexos_internet/DiariosPDF/2005/DPL______07.06.2005-0009.pdf","o então Secretário de Estado da Saúde, o Sr. Deputado Anselmo Tose, licenciado","diario_oficial","brutos/dpl_paginas/DPL______07.06.2005-0009.txt","alta","Início da licença não localizado (intervalo desde o começo da legislatura); a menção mais antiga ao """"Secretário Anselmo Tose"""" na pesquisa do DPL é de junho de 2003. Em 14/11/2006 (DPL, p. 21) continuava Secretário de Estado da Saúde e não consta da frequência de dezembro de 2006 (DPL 15/01/2007, p. 3), onde estão os 30 deputados em exercício. Sem retorno nem renúncia localizados; fim_regular como licenciado, confiança média.","data_raw/assembleias3/ES/eventos.csv",TRUE
"ES","2002","M2002_ES_7_33678_457","Edson Vargas Barbosa","falecimento","2006-01-19","dia",,,"José de Barros Neto","https://www.al.es.gov.br/appdata/anexos_internet/DiariosPDF/2006/DPL______24.01.2006-0024.pdf","É com pesar que comunicamos o falecimento do Deputado Edson Vargas, anunciado há pouco pela Polícia Rodoviária Federal, vítima de um acidente ocorrido no Distrito de Guaraná, razão por que suspenderemos os trabalhos desta sessão.","diario_oficial","brutos/dpl_paginas/DPL______24.01.2006-0024.txt","alta","Comunicação da Presidência na sessão de 19/01/2006 (cabeçalho da ata na mesma página); a convocação do suplente """"surgida com o falecimento do ex-Deputado Edson Vargas"""" está no DPL de 25/01/2006, p. 25.","data_raw/assembleias3/ES/eventos.csv",TRUE
"ES","2006","M2006_ES_7_13123_10464","Carlos Casteglione","renuncia","2008-10-05","intervalo","2008-12-30","Prefeito de Cachoeiro de Itapemirim","Givaldo Vieira da Silva","https://www.al.es.gov.br/appdata/anexos_internet/DiariosPDF/2008/DPL______31.12.2008.pdf","em virtude da renúncia do Deputado Carlos Casteglione, prevista nos artigos 293 e 294 do mesmo Regimento, CONVOCA o Sr. Givaldo Vieira da Silva, suplente imediato da Coligação Partidária “Unidade Popular” formada pelo PT, PL, PSB e PC do B para tomar posse no cargo de Deputado Estadual, no prazo de 30 (trinta) dias, a contar da publicação desta convocação, conforme previsto no § 6º do artigo 6º do Regimento Interno. PALÁCIO DOMINGOS MARTINS, em 30 de dezembro de 2008.","diario_oficial","brutos/dpl_edicoes/DPL______31.12.2008.txt","alta","Convocação do suplente pela Mesa, datada de 30/12/2008, em virtude da renúncia. O ofício de renúncia não foi localizado; o intervalo vai da eleição municipal (05/10/2008) à data da convocação.","data_raw/assembleias3/ES/eventos.csv",TRUE
"ES","2006","M2006_ES_7_15555_10222","Guerino Zanon","renuncia","2008-12-30","dia",,"Prefeito de Linhares","Marcelo Coelho","https://www.al.es.gov.br/appdata/anexos_internet/DiariosPDF/2008/DPL______31.12.2008.pdf","Ofício GAB-DGZ 105/2008 AOS EXMº.S SRS. MEMBROS MESA DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DO ESPÍRITO SANTO. Senhores, O Deputado abaixo assinado, nos termos dos artigos 293 e 294, do Regimento Interno, comunica a sua renúncia ao mandato de Deputado Estadual desta Assembléia Legislativa e, conseqüentemente, do cargo de Presidente desta Casa, a partir do momento em que transmitir o cargo à Primeira Vice-Presidente, Deputada Luzia Toledo no dia 30 de dezembro de 2008, em razão de ter sido eleito Prefeito do Município de Linhares e de tomar posse e assumir o referido cargo no dia 1º de janeiro de 2009 Respeitosamente GUERINO ZANON Deputado Estadual.","diario_oficial","brutos/dpl_edicoes/DPL______31.12.2008.txt","alta","Ofício de renúncia publicado no DPL de 31/12/2008, com efeito a partir da transmissão da Presidência em 30/12/2008; comunicado da Mesa na mesma edição informa que o 1º suplente ocupa a vaga a partir de 30/12/2008.","data_raw/assembleias3/ES/eventos.csv",TRUE
"ES","2006","M2006_ES_7_22333_10402","ROBSON VAILLANT","afastamento","2007-02-01","intervalo","2010-02-28",,,"https://www.al.es.gov.br/appdata/anexos_sptl/frequencia_plenario/FrequenciaPlenario022010.pdf","24. ROBSON VAILLANT -- -- -- 3, 8, 9, 22, 23, 24 (ADJ)","portal_casa","brutos/frequencia/FrequenciaPlenario022010.txt","alta","Afastado por decisão judicial (ADJ) em todas as folhas de frequência de fevereiro de 2010 a janeiro de 2011 (brutos/frequencia/). O início do afastamento é anterior a fevereiro de 2010; pista de imprensa (não registrada como fonte) aponta Ato da Mesa nº 1649 publicado no DPL de 16/12/2009, não localizado nas páginas 2 a 4 dessa edição. Na composição final entra como licenciado (mandato não encerrado, afastamento provisório).","data_raw/assembleias3/ES/eventos.csv",TRUE
"ES","2006","M2006_ES_7_33000_10079","Jardel dos Idosos","cassacao","2008-09-01","mes",,,,"https://www.al.es.gov.br/appdata/anexos_internet/DiariosPDF/2008/DPL______22.09.2008-0004.pdf","ATO Nº 3329 A MESA DA ASSEMBLÉIA LEGISLATIVA DO ESTADO DO ESPÍRITO SANTO, usando de suas atribuições legais, resolve: EXONERAR, na forma do Artigo 61, § 2º, alínea “a”, da Lei Complementar nº. 46, de 31 de janeiro de 1994, os servidores abaixo relacionados, dos cargos em comissão do gabinete do Deputado, JARDEL DOS IDOSOS, em razão da perda de mandato do Deputado.","diario_oficial","brutos/dpl_paginas/DPL______22.09.2008-0004.txt","alta","Ato da Mesa (DPL de 22/09/2008) que exonera o gabinete em razão da perda do mandato. Nas notas taquigráficas do DPL de 23/09/2008 (p. 88 e 90) os deputados se referem à decisão da Justiça Eleitoral que tirou o mandato por infidelidade partidária. O ato que declara a perda e a data exata não foram localizados; data com precisão de mês (setembro de 2008), limitada pela publicação de 22/09/2008.","data_raw/assembleias3/ES/eventos.csv",TRUE
